ticket_id,customer_id,timestamp,product,plan,region,customer_tenure_months,customer_age_group,ticket_channel,complaint_text,complaint_category,sub_category,sentiment,sentiment_score,urgency,priority,previous_ticket_count,same_issue_count,previous_resolution_time_hours,current_resolution_time_hours,agent_id,resolution_status,resolution_text,customer_satisfaction,refund_requested,refund_amount,service_downtime_minutes,usage_drop_percent,payment_failure_count,competitor_mentioned,churn_risk,churned,root_cause,root_cause_confidence,date,month,week,order_id,payment_id,refund_id,order_amount,order_status,payment_status,refund_status,refund_amount_synthetic,transaction_date,refund_requested_date
T03408,C11497,2026-01-02 17:00:00,Credit Card,Standard,Lucknow,41,45-54,Chat,I received a suspicious transaction alert,Fraud Alert,Fraud Alert,Negative,-0.44,Medium,P2,4,4,4,4,AG115,Resolved,Investigated fraud alert issue; security rule trigger identified and corrective action applied.,3.3,False,0.0,0,0.0,2,False,Low,No,Security rule trigger,0.79,2026-01-02,2026-01,1,ORD-100057,PAY-200057,REF-300057,2567.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04453,C11721,2026-01-02 17:01:00,Internet,Basic,Lucknow,48,55+,Email,Internet stops working randomly,Connectivity,Connectivity,Negative,-0.55,Medium,P2,9,2,11,16,AG106,Resolved,Investigated connectivity issue; last-mile connectivity issue identified and corrective action applied.,4.8,False,0.0,218,25.5,0,False,Medium,No,Last-mile connectivity issue,0.91,2026-01-02,2026-01,1,ORD-100058,PAY-200058,REF-300058,11227.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09355,C10145,2026-01-02 17:14:00,Mobile App,Premium,Delhi NCR,45,35-44,Phone,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-0.49,Medium,P2,5,3,8,10,AG123,Resolved,Investigated wallet issue; top-up gateway timeout identified and corrective action applied.,3.3,False,0.0,15,23.9,2,False,Low,No,Top-up gateway timeout,0.97,2026-01-02,2026-01,1,ORD-100059,PAY-200059,REF-300059,10340.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06372,C10784,2026-01-02 17:19:00,Mobile App,Basic,Mumbai,44,25-34,Chat,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.45,High,P1,7,1,30,24,AG107,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,3.6,False,0.0,11,33.3,0,False,Low,No,Bank settlement delay,0.96,2026-01-02,2026-01,1,ORD-100060,PAY-200060,REF-300060,13861.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09748,C10880,2026-01-02 17:39:00,Streaming,Standard,Bengaluru,72,45-54,Chat,The video stops playing after a few minutes,Playback,Playback,Negative,-0.69,High,P1,6,2,8,8,AG109,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,4.7,False,0.0,380,0.0,0,False,Low,No,Streaming server overload,0.76,2026-01-02,2026-01,1,ORD-100061,PAY-200061,REF-300061,11247.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09805,C10746,2026-01-02 17:50:00,Streaming,Standard,Pune,60,55+,App,Streaming quality drops frequently,Playback,Playback,Negative,-0.42,High,P1,3,0,3,5,AG103,Pending Customer,Case escalated for further investigation; suspected cause: encoding issue.,1.0,False,0.0,25,14.5,1,False,Medium,No,Encoding issue,0.97,2026-01-02,2026-01,1,ORD-100062,PAY-200062,REF-300062,5689.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09661,C10979,2026-01-02 19:39:00,Internet,Premium,Bengaluru,24,55+,Chat,Internet speed is much lower than my plan,Speed,Speed,Negative,-0.3,Medium,P2,2,2,7,7,AG117,Escalated,Case escalated for further investigation; suspected cause: incorrect bandwidth provisioning.,3.3,False,0.0,14,12.6,0,False,Medium,No,Incorrect bandwidth provisioning,0.88,2026-01-02,2026-01,1,ORD-100063,PAY-200063,REF-300063,14522.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T07693,C10783,2026-01-02 19:41:00,Internet,Standard,Bengaluru,9,18-24,Chat,Internet speed is much lower than my plan,Speed,Speed,Negative,-0.6,High,P1,1,1,22,35,AG109,Resolved,Investigated speed issue; capacity shortage identified and corrective action applied.,4.2,False,0.0,27,7.4,2,False,Low,No,Capacity shortage,0.93,2026-01-02,2026-01,1,ORD-100064,PAY-200064,REF-300064,6338.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08623,C11049,2026-01-02 20:40:00,E-commerce,Standard,Bengaluru,57,45-54,Chat,Refund status has been pending for several days,Refund,Refund,Negative,-1.0,Medium,P2,7,1,18,15,AG123,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,4.3,False,0.0,19,12.4,2,False,Low,No,Bank settlement delay,0.84,2026-01-02,2026-01,1,ORD-100065,PAY-200065,REF-300065,5088.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T01985,C10259,2026-01-02 21:57:00,Mobile App,Standard,Ahmedabad,59,45-54,Chat,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-1.0,Medium,P2,2,2,60,62,AG106,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,5.0,False,0.0,24,8.6,0,False,Low,No,Balance cache inconsistency,0.88,2026-01-02,2026-01,1,ORD-100066,PAY-200066,REF-300066,13611.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09811,C10135,2026-01-02 22:51:00,Credit Card,Enterprise,Mumbai,3,18-24,Social Media,A valid transaction was unexpectedly declined,Transaction,Transaction,Negative,-0.43,Medium,P2,7,1,3,4,AG102,Resolved,Investigated transaction issue; bank issuer decline identified and corrective action applied.,5.0,False,0.0,26,14.5,5,True,Medium,No,Bank issuer decline,0.94,2026-01-02,2026-01,1,ORD-100067,PAY-200067,REF-300067,5745.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06766,C11044,2026-01-02 23:23:00,Streaming,Premium,Kolkata,44,35-44,Phone,A previously available show has disappeared,Content,Content,Negative,-0.7,Medium,P2,2,2,10,9,AG107,Resolved,Investigated content issue; content licensing expiration identified and corrective action applied.,3.0,False,0.0,19,0.0,1,False,Low,No,Content licensing expiration,0.89,2026-01-02,2026-01,1,ORD-100068,PAY-200068,REF-300068,1421.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06425,C10519,2026-01-03 00:30:00,Mobile App,Enterprise,Bengaluru,72,45-54,Email,I requested OTP multiple times but received nothing,OTP,OTP,Negative,-0.69,High,P1,4,3,13,9,AG122,Resolved,Investigated otp issue; sms provider delay identified and corrective action applied.,2.7,False,0.0,10,13.2,0,False,Medium,No,SMS provider delay,0.98,2026-01-03,2026-01,1,ORD-100069,PAY-200069,REF-300069,7201.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T07434,C10294,2026-01-03 00:35:00,Credit Card,Enterprise,Mumbai,26,35-44,App,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.82,Critical,P0,5,1,10,7,AG105,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,5.0,True,15955.14,11,15.5,0,True,Medium,No,Gateway latency,0.9,2026-01-03,2026-01,1,ORD-100070,PAY-200070,REF-300070,15955.14,COMPLETED,SUCCESS,COMPLETED,15955.14,,
T07989,C10500,2026-01-03 00:55:00,Mobile App,Premium,Kolkata,33,45-54,Email,Money added to my wallet is missing,Wallet,Wallet,Negative,-0.75,Low,P3,8,2,9,8,AG104,Resolved,Investigated wallet issue; top-up gateway timeout identified and corrective action applied.,2.9,False,0.0,9,7.1,1,False,Medium,No,Top-up gateway timeout,0.84,2026-01-03,2026-01,1,ORD-100071,PAY-200071,REF-300071,3084.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06438,C10995,2026-01-03 01:20:00,Streaming,Enterprise,Mumbai,59,35-44,Social Media,The video stops playing after a few minutes,Playback,Playback,Negative,-0.33,Medium,P2,5,5,9,11,AG105,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,4.2,False,0.0,401,10.4,1,False,Medium,No,Streaming server overload,0.89,2026-01-03,2026-01,1,ORD-100072,PAY-200072,REF-300072,7104.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06122,C11531,2026-01-03 02:26:00,Streaming,Standard,Bengaluru,60,35-44,Chat,The video stops playing after a few minutes,Playback,Playback,Negative,-0.37,Medium,P2,7,1,18,13,AG103,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,4.2,False,0.0,239,5.9,2,False,Low,No,Streaming server overload,0.95,2026-01-03,2026-01,1,ORD-100073,PAY-200073,REF-300073,2208.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08494,C11264,2026-01-03 02:28:00,Streaming,Enterprise,Ahmedabad,12,18-24,App,Streaming quality drops frequently,Playback,Playback,Negative,-0.46,Medium,P2,3,0,25,38,AG111,Resolved,Investigated playback issue; cdn congestion identified and corrective action applied.,2.6,False,0.0,77,0.0,0,False,Low,No,CDN congestion,0.91,2026-01-03,2026-01,1,ORD-100074,PAY-200074,REF-300074,10390.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T08759,C11002,2026-01-03 02:58:00,Credit Card,Standard,Pune,29,45-54,App,My card limit was reduced unexpectedly,Limit,Limit,Negative,-1.0,Medium,P2,3,1,3,5,AG107,Resolved,Investigated limit issue; risk policy update identified and corrective action applied.,4.0,False,0.0,0,8.6,2,False,Low,No,Risk policy update,0.85,2026-01-03,2026-01,1,ORD-100075,PAY-200075,REF-300075,7292.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07148,C10765,2026-01-03 03:10:00,Credit Card,Enterprise,Mumbai,52,55+,Email,My card was blocked after an unexpected fraud alert,Fraud Alert,Fraud Alert,Negative,-0.4,High,P1,9,4,15,15,AG118,Resolved,Investigated fraud alert issue; unauthorized transaction identified and corrective action applied.,4.4,False,0.0,19,8.0,0,True,Medium,No,Unauthorized transaction,0.95,2026-01-03,2026-01,1,ORD-100076,PAY-200076,REF-300076,5153.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09320,C11180,2026-01-03 03:43:00,Credit Card,Basic,Ahmedabad,25,45-54,Phone,I cannot make a transaction because of my card limit,Limit,Limit,Negative,-0.7,High,P1,0,0,16,13,AG103,Resolved,Investigated limit issue; risk policy update identified and corrective action applied.,4.6,False,0.0,25,0.0,1,False,Low,No,Risk policy update,0.86,2026-01-03,2026-01,1,ORD-100077,PAY-200077,REF-300077,3634.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04954,C10624,2026-01-03 03:45:00,E-commerce,Premium,Bengaluru,7,55+,Phone,The product quality is different from what was advertised,Product Quality,Product Quality,Negative,-0.36,Low,P3,6,1,16,12,AG101,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,3.1,False,0.0,24,14.9,2,True,Low,No,Warehouse handling damage,0.94,2026-01-03,2026-01,1,ORD-100078,PAY-200078,REF-300078,8597.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02141,C11409,2026-01-03 05:37:00,Streaming,Basic,Mumbai,46,25-34,Email,Streaming quality drops frequently,Playback,Playback,Negative,-0.65,Medium,P2,7,1,20,18,AG122,Resolved,Investigated playback issue; encoding issue identified and corrective action applied.,4.8,False,0.0,379,6.5,1,True,Medium,No,Encoding issue,0.9,2026-01-03,2026-01,1,ORD-100079,PAY-200079,REF-300079,10145.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04048,C10368,2026-01-03 06:26:00,Internet,Premium,Kolkata,62,25-34,Chat,The network is unavailable in my area,Downtime,Downtime,Negative,-0.55,Medium,P2,2,2,17,20,AG122,Resolved,Investigated downtime issue; maintenance incident identified and corrective action applied.,4.4,False,0.0,148,0.0,1,False,Low,No,Maintenance incident,0.77,2026-01-03,2026-01,1,ORD-100080,PAY-200080,REF-300080,14122.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07338,C10743,2026-01-03 06:57:00,Credit Card,Standard,Pune,15,25-34,App,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.99,High,P1,0,0,3,5,AG106,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.3,False,0.0,6,0.4,3,False,Low,No,Bank API failure,0.97,2026-01-03,2026-01,1,ORD-100081,PAY-200081,REF-300081,6725.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04364,C11182,2026-01-03 07:19:00,Internet,Basic,Mumbai,34,45-54,Phone,Connection drops every evening,Connectivity,Connectivity,Negative,-0.24,Medium,P2,2,1,6,7,AG115,Resolved,Investigated connectivity issue; last-mile connectivity issue identified and corrective action applied.,3.7,False,0.0,256,14.8,0,True,Low,No,Last-mile connectivity issue,0.79,2026-01-03,2026-01,1,ORD-100082,PAY-200082,REF-300082,2661.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09905,C10264,2026-01-03 07:43:00,Streaming,Basic,Ahmedabad,38,55+,Social Media,Login fails after entering the correct credentials,Login,Login,Negative,-1.0,Low,P3,9,0,3,4,AG101,Resolved,Investigated login issue; authentication service timeout identified and corrective action applied.,2.3,False,0.0,30,0.0,0,False,Low,No,Authentication service timeout,0.88,2026-01-03,2026-01,1,ORD-100083,PAY-200083,REF-300083,12540.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09007,C11724,2026-01-03 09:05:00,E-commerce,Basic,Bengaluru,13,35-44,App,The order was cancelled after payment was completed,Order Cancellation,Order Cancellation,Negative,-0.5,Critical,P0,5,4,22,22,AG107,Resolved,Investigated order cancellation issue; payment-order reconciliation failure identified and corrective action applied.,4.7,True,128.26,17,25.8,1,False,Medium,No,Payment-order reconciliation failure,0.93,2026-01-03,2026-01,1,ORD-100084,PAY-200084,REF-300084,128.26,CANCELLED,FAILED,COMPLETED,128.26,,
T08264,C10674,2026-01-03 10:49:00,Streaming,Standard,Lucknow,39,35-44,App,Video keeps buffering,Playback,Playback,Negative,-0.47,High,P1,5,0,8,9,AG103,Resolved,Investigated playback issue; encoding issue identified and corrective action applied.,4.3,False,0.0,66,0.0,0,False,Low,No,Encoding issue,0.93,2026-01-03,2026-01,1,ORD-100085,PAY-200085,REF-300085,10593.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T05820,C10478,2026-01-03 11:15:00,Internet,Premium,Pune,14,25-34,App,The network is unavailable in my area,Downtime,Downtime,Negative,-0.65,Medium,P2,3,3,25,17,AG118,Resolved,Investigated downtime issue; core network failure identified and corrective action applied.,5.0,False,0.0,195,10.4,1,False,Medium,No,Core network failure,0.92,2026-01-03,2026-01,1,ORD-100086,PAY-200086,REF-300086,1728.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09689,C10022,2026-01-03 13:42:00,Streaming,Premium,Pune,11,35-44,Social Media,My password reset link is not working,Login,Login,Negative,-1.0,Medium,P2,9,4,32,28,AG118,Resolved,Investigated login issue; session management bug identified and corrective action applied.,4.7,False,0.0,10,13.2,1,False,Medium,No,Session management bug,0.83,2026-01-03,2026-01,1,ORD-100087,PAY-200087,REF-300087,4891.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T09618,C11797,2026-01-03 15:00:00,Mobile App,Basic,Hyderabad,18,25-34,Email,I received only a partial refund,Refund,Refund,Negative,-0.27,High,P1,2,2,21,26,AG114,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,3.8,True,20856.16,9,20.6,1,False,Low,No,Bank settlement delay,0.92,2026-01-03,2026-01,1,ORD-100088,PAY-200088,REF-300088,20856.16,COMPLETED,FAILED,COMPLETED,20856.16,,
T09715,C11702,2026-01-03 16:58:00,Credit Card,Enterprise,Mumbai,35,55+,Phone,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.71,Low,P3,9,2,12,10,AG110,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,3.5,False,0.0,18,1.2,2,False,Medium,No,Bank settlement delay,0.97,2026-01-03,2026-01,1,ORD-100089,PAY-200089,REF-300089,12534.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03902,C11169,2026-01-03 17:50:00,Mobile App,Basic,Ahmedabad,72,35-44,Chat,Wallet balance is incorrect,Wallet,Wallet,Negative,-0.74,Medium,P2,3,1,9,10,AG116,Resolved,Investigated wallet issue; balance cache inconsistency identified and corrective action applied.,4.2,False,0.0,10,14.4,2,False,Low,No,Balance cache inconsistency,0.87,2026-01-03,2026-01,1,ORD-100090,PAY-200090,REF-300090,6697.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07840,C11687,2026-01-03 18:02:00,E-commerce,Standard,Ahmedabad,71,45-54,App,My order was cancelled without my approval,Order Cancellation,Order Cancellation,Negative,-0.66,Low,P3,5,5,12,10,AG124,Resolved,Investigated order cancellation issue; inventory synchronization bug identified and corrective action applied.,4.4,True,10877.27,28,23.4,0,False,Medium,No,Inventory synchronization bug,0.84,2026-01-03,2026-01,1,ORD-100091,PAY-200091,REF-300091,10877.27,CANCELLED,SUCCESS,COMPLETED,10877.27,,
T04772,C10741,2026-01-03 18:07:00,Mobile App,Basic,Kolkata,28,55+,Phone,Wallet top-up failed but money was deducted,Wallet,Wallet,Negative,-0.74,Medium,P2,7,4,33,31,AG120,Resolved,Investigated wallet issue; wallet ledger sync failure identified and corrective action applied.,4.1,False,0.0,19,17.2,0,False,Medium,No,Wallet ledger sync failure,0.89,2026-01-03,2026-01,1,ORD-100092,PAY-200092,REF-300092,12672.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09099,C11532,2026-01-03 18:47:00,Streaming,Standard,Hyderabad,32,35-44,Email,The app keeps logging me out,Login,Login,Negative,-0.45,High,P1,3,3,13,10,AG121,Resolved,Investigated login issue; password reset service failure identified and corrective action applied.,5.0,False,0.0,27,0.0,2,False,Low,No,Password reset service failure,0.94,2026-01-03,2026-01,1,ORD-100093,PAY-200093,REF-300093,5995.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04524,C10754,2026-01-03 19:38:00,E-commerce,Basic,Delhi NCR,58,45-54,Email,My refund has not arrived yet,Refund,Refund,Negative,-0.67,Low,P3,5,1,5,7,AG109,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,3.7,True,12510.23,30,21.1,2,True,Medium,No,Refund API delay,0.87,2026-01-03,2026-01,1,ORD-100094,PAY-200094,REF-300094,12510.23,COMPLETED,FAILED,COMPLETED,12510.23,,
T05026,C11308,2026-01-03 20:08:00,Credit Card,Premium,Pune,27,18-24,Phone,Money was deducted but the transaction failed,Payment,Payment,Negative,-1.0,Medium,P2,1,0,6,6,AG118,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,5.0,True,23493.46,3,14.0,3,False,Low,No,Duplicate transaction processing,0.77,2026-01-03,2026-01,1,ORD-100095,PAY-200095,REF-300095,23493.46,COMPLETED,FAILED,PENDING,23493.46,,
T03165,C11660,2026-01-03 20:08:00,E-commerce,Standard,Delhi NCR,54,25-34,Phone,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.21,Medium,P2,3,3,13,21,AG123,Resolved,Investigated refund issue; bank settlement delay identified and corrective action applied.,4.4,True,18834.9,27,19.4,0,False,Low,No,Bank settlement delay,0.93,2026-01-03,2026-01,1,ORD-100096,PAY-200096,REF-300096,18834.9,COMPLETED,SUCCESS,COMPLETED,18834.9,,
T01840,C10064,2026-01-03 20:25:00,Internet,Basic,Bengaluru,7,18-24,App,Service outage has lasted for several hours,Downtime,Downtime,Negative,-0.47,High,P1,6,5,15,14,AG100,Resolved,Investigated downtime issue; regional service outage identified and corrective action applied.,2.9,False,0.0,291,35.3,2,False,Medium,No,Regional service outage,0.77,2026-01-03,2026-01,1,ORD-100097,PAY-200097,REF-300097,10332.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02485,C11127,2026-01-03 20:50:00,Mobile App,Basic,Jaipur,32,35-44,App,Wallet balance is incorrect,Wallet,Wallet,Negative,-0.47,Critical,P0,6,3,35,24,AG114,Resolved,Investigated wallet issue; top-up gateway timeout identified and corrective action applied.,2.9,False,0.0,16,0.0,1,False,Low,No,Top-up gateway timeout,0.94,2026-01-03,2026-01,1,ORD-100098,PAY-200098,REF-300098,9660.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03318,C10344,2026-01-03 21:14:00,Mobile App,Enterprise,Delhi NCR,67,18-24,App,Login fails after entering the correct credentials,Login,Login,Negative,-0.6,High,P1,7,4,20,15,AG119,Resolved,Investigated login issue; password reset service failure identified and corrective action applied.,3.6,False,0.0,4,9.8,2,False,Low,No,Password reset service failure,0.92,2026-01-03,2026-01,1,ORD-100099,PAY-200099,REF-300099,2353.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07231,C10077,2026-01-03 21:30:00,E-commerce,Premium,Jaipur,11,35-44,App,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.78,Medium,P2,1,0,8,10,AG107,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.1,False,0.0,2,0.0,4,False,Low,No,Bank API failure,0.88,2026-01-03,2026-01,1,ORD-100100,PAY-200100,REF-300100,12541.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02500,C10769,2026-01-03 21:49:00,Credit Card,Standard,Jaipur,16,55+,App,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-1.0,Low,P3,6,0,5,6,AG124,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,4.4,False,0.0,26,11.7,1,False,Low,No,Bank API failure,0.87,2026-01-03,2026-01,1,ORD-100101,PAY-200101,REF-300101,3237.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
